product_name,category,days_to_expiry,base_price,discount_percentage,discounted_price,stock_available,daily_sales
mushroom,vegetable,4,172.754328213547,0,172.754328213547,289,1
fenugreek,vegetable,2,30.259660923292135,25,22.694745692469102,396,14
papaya,fruit,6,41.61094926493505,20,33.28875941194804,309,19
banana,fruit,6,38.75845904973544,10,34.8826131447619,273,26
brinjal,vegetable,4,78.49402223830558,20,62.795217790644465,94,9
bitter guard,vegetable,2,30.27245605487971,20,24.217964843903772,223,9
bitter guard,vegetable,4,49.07028817123276,20,39.25623053698621,41,11
banana,fruit,7,53.790520539289496,0,53.790520539289496,331,12
fenugreek,vegetable,1,20.143281856283892,5,19.136117763469695,120,30
banana,fruit,1,46.86305941760109,5,44.51990644672104,307,25
fenugreek,vegetable,3,20.62980026062049,5,19.598310247589467,358,23
banana,fruit,4,53.47188130230499,0,53.47188130230499,192,3
pineapple,fruit,3,105.74411664591244,30,74.0208816521387,473,27
chikoo,fruit,1,78.46103521916635,0,78.46103521916635,256,24
lady finger,vegetable,3,52.362273299470225,10,47.126045969523204,281,17
apple,fruit,11,223.27732941783432,20,178.62186353426748,246,15
mushroom,vegetable,1,187.87496478703912,25,140.90622359027935,138,47
brinjal,vegetable,4,56.71269140342642,25,42.534518552569814,237,45
mushroom,vegetable,1,135.79036798012385,15,115.42181278310527,234,13
lady finger,vegetable,1,53.93567702831635,25,40.45175777123726,68,27
pineapple,fruit,2,111.41248361910473,5,105.8418594381495,337,11
papaya,fruit,3,73.30232182418905,30,51.31162527693233,380,4
fenugreek,vegetable,3,29.157713068607464,20,23.326170454885972,492,26
coriander,vegetable,2,19.209306504164584,20,15.367445203331668,267,18
cucumber,vegetable,5,48.52150089475221,15,41.243275760539376,343,17
bottleguard,vegetable,6,53.876305351515285,15,45.79485954878799,33,36
fenugreek,vegetable,1,25.518291474151354,5,24.242376900443784,330,22
chikoo,fruit,1,56.86385615492727,5,54.0206633471809,104,30
papaya,fruit,3,87.14401816505281,10,78.42961634854754,466,11
banana,fruit,5,37.9074548321502,30,26.53521838250514,87,40
grapes,fruit,4,72.48580910641408,5,68.86151865109338,74,43
fenugreek,vegetable,2,25.732263621033667,10,23.1590372589303,190,9
lady finger,vegetable,1,31.75643706012729,0,31.75643706012729,15,22
papaya,fruit,8,40.88177645688266,5,38.837687634038524,404,30
bottleguard,vegetable,5,34.504152934936975,10,31.053737641443277,240,13
cucumber,vegetable,3,22.577678337278826,30,15.804374836095176,162,31
pomegranate,fruit,9,237.62444764373674,15,201.98078049717623,18,44
banana,fruit,2,55.79037625420488,25,41.84278219065366,20,15
bitter guard,vegetable,4,50.40960250412973,10,45.36864225371676,295,21
papaya,fruit,7,59.258439319377835,30,41.48090752356448,379,27
papaya,fruit,4,81.44248708909655,10,73.29823838018689,191,44
mushroom,vegetable,2,142.25967572418756,10,128.03370815176882,75,33
grapes,fruit,4,104.9608152474515,20,83.9686521979612,115,32
papaya,fruit,6,72.79579219349569,15,61.87642336447133,485,42
coriander,vegetable,2,10.408786721956654,5,9.88834738585882,356,41
mushroom,vegetable,1,101.29439424474371,30,70.90607597132059,172,19
pineapple,fruit,2,110.06905184110768,0,110.06905184110768,64,48
pomegranate,fruit,5,146.65178036624587,20,117.32142429299671,384,9
banana,fruit,3,58.31292545877754,15,49.56598663996091,412,46
cucumber,vegetable,1,40.847668641354474,5,38.80528520928675,189,26
brinjal,vegetable,1,69.80473136026157,15,59.33402165622233,204,34
pomegranate,fruit,10,199.9780238897302,30,139.98461672281113,232,14
coriander,vegetable,1,16.591338196616505,30,11.613936737631553,125,32
bitter guard,vegetable,4,51.46099213517793,10,46.31489292166014,477,1
fenugreek,vegetable,1,26.45148649987665,30,18.516040549913654,228,35
pomegranate,fruit,24,199.8870560793615,25,149.91529205952114,479,43
grapes,fruit,9,76.83654761804976,0,76.83654761804976,173,34
guava,fruit,6,58.6592323564102,20,46.92738588512816,467,1
cucumber,vegetable,3,34.13629992146457,0,34.13629992146457,388,23
papaya,fruit,6,63.077276629300215,15,53.615685134905185,380,40
mushroom,vegetable,1,177.3168823834119,15,150.7193500259001,499,22
pineapple,fruit,1,95.73450858788307,25,71.8008814409123,491,34
apple,fruit,11,240.49607304925294,5,228.4712693967903,435,39
coriander,vegetable,1,10.060583528209799,0,10.060583528209799,80,14
mushroom,vegetable,3,182.5921202958026,25,136.94409022185195,103,43
papaya,fruit,9,65.34646997580245,5,62.07914647701232,85,21
brinjal,vegetable,1,58.54871744130724,0,58.54871744130724,190,17
bitter guard,vegetable,5,67.77717913677421,5,64.38832017993549,313,42
banana,fruit,2,38.927743399328506,20,31.142194719462807,208,42
banana,fruit,2,33.54786061772088,25,25.160895463290657,407,21
grapes,fruit,3,104.9772098849114,20,83.98176790792913,480,32
papaya,fruit,8,47.05976588343016,0,47.05976588343016,280,15
coriander,vegetable,2,23.874642487923413,0,23.874642487923413,419,8
lady finger,vegetable,2,46.98156090998576,30,32.88709263699003,164,44
bottleguard,vegetable,4,46.92926220609742,10,42.23633598548768,471,15
lady finger,vegetable,3,42.55427032147435,20,34.04341625717948,342,10
fenugreek,vegetable,2,22.030581252357884,30,15.421406876650517,103,49
apple,fruit,24,139.69730629907295,15,118.74271035421201,368,12
brinjal,vegetable,3,73.85956070979735,10,66.47360463881762,211,13
coriander,vegetable,1,14.33001752938662,25,10.747513147039964,394,32
grapes,fruit,2,77.61683927420827,0,77.61683927420827,319,11
banana,fruit,3,45.830381427170224,30,32.08126699901916,119,45
coriander,vegetable,2,15.822610339892119,15,13.4492187889083,148,28
fenugreek,vegetable,3,22.57162299177212,25,16.92871724382909,361,48
papaya,fruit,9,53.14916774003814,25,39.8618758050286,223,29
banana,fruit,7,54.66540429619933,15,46.465593651769424,248,25
banana,fruit,3,58.13870401120937,0,58.13870401120937,62,29
brinjal,vegetable,5,55.4423271189493,15,47.125978051106905,34,33
coriander,vegetable,2,24.27694524336254,10,21.849250719026287,308,41
bottleguard,vegetable,2,56.93689371064046,5,54.090049025108435,202,11
coriander,vegetable,2,22.50745779514927,15,19.13133912587688,415,7
coriander,vegetable,2,13.495172886920002,20,10.796138309536003,286,23
apple,fruit,3,248.21573134178303,0,248.21573134178303,248,24
banana,fruit,2,35.445300545290834,10,31.90077049076175,280,13
mushroom,vegetable,2,198.14018606043848,20,158.5121488483508,20,1
pineapple,fruit,5,96.56703309811563,20,77.2536264784925,191,18
banana,fruit,2,56.51377754397907,10,50.86239978958116,130,37
papaya,fruit,9,77.66723039983981,25,58.25042279987986,183,45
lady finger,vegetable,1,44.28504693042925,0,44.28504693042925,409,41
papaya,fruit,5,75.38178974847645,0,75.38178974847645,443,43
coriander,vegetable,2,13.640740222802938,15,11.594629189382497,332,34
coriander,vegetable,1,26.341434194669272,5,25.024362484935807,395,10
grapes,fruit,7,94.44426568176794,30,66.11098597723756,61,26
lady finger,vegetable,1,42.40365858301038,5,40.28347565385986,279,6
pineapple,fruit,3,116.8871331551996,15,99.35406318191966,317,25
apple,fruit,15,226.97855510380265,30,158.88498857266185,80,34
cucumber,vegetable,1,24.480855574752525,5,23.2568127960149,143,14
banana,fruit,7,45.64263522442086,15,38.79623994075773,133,47
bitter guard,vegetable,3,66.52352527225848,30,46.566467690580936,159,17
pineapple,fruit,2,112.10112043905187,5,106.49606441709928,369,36
lady finger,vegetable,3,40.0020189402394,15,34.00171609920349,96,15
banana,fruit,5,35.74856506066473,5,33.96113680763149,420,27
grapes,fruit,8,61.29327909410559,20,49.034623275284474,87,32
banana,fruit,4,52.011548092564965,15,44.20981587868022,310,31
papaya,fruit,5,57.0972509715197,20,45.677800777215765,255,23
cucumber,vegetable,3,33.42757389259818,5,31.75619519796827,238,42
cucumber,vegetable,3,26.53260803681581,0,26.53260803681581,348,19
pineapple,fruit,2,96.63320693420225,0,96.63320693420225,467,11
bitter guard,vegetable,1,65.7169753546591,15,55.85942905146023,393,46
bitter guard,vegetable,2,64.02801914001478,15,54.42381626901256,200,33
bitter guard,vegetable,3,68.00345438112964,15,57.802936223960195,398,48
cucumber,vegetable,6,23.463824768782825,0,23.463824768782825,290,47
bitter guard,vegetable,5,40.17412003889101,5,38.16541403694646,434,38
mushroom,vegetable,3,151.75194625381363,15,128.9891543157416,302,31
banana,fruit,5,47.69291055446274,0,47.69291055446274,151,46
pomegranate,fruit,11,155.70327743646055,10,140.1329496928145,373,38
pomegranate,fruit,19,182.83228221432782,10,164.54905399289504,434,38
pomegranate,fruit,24,133.96993909528305,30,93.77895736669814,380,49
pomegranate,fruit,17,203.69835431709197,20,162.9586834536736,77,15
lady finger,vegetable,2,43.404755011362276,25,32.553566258521705,478,11
bottleguard,vegetable,6,30.36462551004051,5,28.846394234538483,262,16
bitter guard,vegetable,2,38.549900184921164,10,34.69491016642905,282,36
bottleguard,vegetable,1,37.339498112674285,20,29.87159849013943,65,15
apple,fruit,24,126.47202097677358,25,94.85401573258018,381,33
fenugreek,vegetable,2,36.00294746249922,20,28.802357969999377,394,46
pineapple,fruit,1,93.5989138679375,25,70.19918540095313,327,14
mushroom,vegetable,3,103.78505460419838,25,77.83879095314879,317,44
papaya,fruit,4,70.691389836938,5,67.15682034509109,129,25
guava,fruit,12,76.29217437969155,15,64.84834822273781,132,33
brinjal,vegetable,1,78.47539203791445,15,66.70408323222728,252,12
banana,fruit,7,33.07209893109008,10,29.764889037981074,200,2
coriander,vegetable,2,13.261976919327696,0,13.261976919327696,271,11
pomegranate,fruit,24,173.97463802315326,25,130.48097851736495,410,23
brinjal,vegetable,6,43.412303178289086,0,43.412303178289086,459,47
lady finger,vegetable,1,39.2294133631962,25,29.42206002239715,450,25
guava,fruit,3,59.72797355014583,25,44.795980162609375,425,4
lady finger,vegetable,3,53.83292772326246,15,45.757988564773086,223,34
pineapple,fruit,6,149.86070321692623,20,119.88856257354098,189,11
pineapple,fruit,3,96.74095247273351,5,91.90390484909683,330,49
fenugreek,vegetable,2,36.99810701269726,30,25.898674908888083,431,2
mushroom,vegetable,2,127.11097529740483,0,127.11097529740483,414,30
apple,fruit,4,168.17867747088314,0,168.17867747088314,308,27
lady finger,vegetable,1,58.02800219715103,25,43.52100164786327,34,20
bottleguard,vegetable,4,53.63807733236698,0,53.63807733236698,305,39
pineapple,fruit,4,114.13437714756029,25,85.60078286067022,402,47
banana,fruit,2,34.98041089455404,15,29.733349260370932,64,15
mushroom,vegetable,3,140.95391089485904,5,133.90621535011607,474,36
grapes,fruit,3,93.74410525710778,25,70.30807894283083,237,25
apple,fruit,14,138.86472787322708,0,138.86472787322708,491,8
pineapple,fruit,4,149.2365817269142,10,134.3129235542228,32,46
grapes,fruit,6,108.61731490826851,25,81.46298618120139,253,9
apple,fruit,14,154.5104827717874,0,154.5104827717874,236,30
grapes,fruit,3,71.21064732479641,10,64.08958259231677,313,10
grapes,fruit,6,80.48521034329163,0,80.48521034329163,273,47
lady finger,vegetable,3,43.302205915397586,10,38.97198532385783,336,35
pomegranate,fruit,22,125.13778354548867,5,118.88089436821423,223,9
chikoo,fruit,3,54.0099844674275,0,54.0099844674275,91,15
mushroom,vegetable,3,81.26585887604455,30,56.88610121323118,101,27
coriander,vegetable,2,26.56228107042186,10,23.906052963379675,241,34
apple,fruit,22,245.85046614258303,5,233.55794283545387,94,1
pomegranate,fruit,21,238.3011727514703,5,226.38611411389675,42,5
bitter guard,vegetable,4,68.30768389503508,10,61.47691550553158,341,33
apple,fruit,20,109.87107738562192,20,87.89686190849754,484,37
banana,fruit,6,53.62694550407167,15,45.582903678460916,138,32
grapes,fruit,6,111.26206016843929,10,100.13585415159537,475,21
bitter guard,vegetable,4,53.922566076603296,30,37.7457962536223,263,22
apple,fruit,28,145.0644371149355,10,130.55799340344194,60,1
fenugreek,vegetable,3,39.63583660390799,30,27.74508562273559,322,34
cucumber,vegetable,6,35.28907482502742,15,29.995713601273305,54,6
pomegranate,fruit,17,189.09172672112072,10,170.18255404900864,238,44
guava,fruit,5,60.944886962188676,0,60.944886962188676,225,14
bottleguard,vegetable,5,60.6832465770385,15,51.58075959048273,412,5
pomegranate,fruit,17,167.03557374522873,15,141.98023768344441,192,23
lady finger,vegetable,1,49.33260073004013,30,34.532820511028085,81,48
papaya,fruit,5,62.99488275202722,30,44.09641792641905,250,37
pineapple,fruit,4,141.62749562091338,20,113.30199649673071,219,37
guava,fruit,8,82.55904848789285,30,57.79133394152499,157,39
grapes,fruit,3,65.0507875340874,10,58.545708780678666,363,47
brinjal,vegetable,2,71.46735868487085,15,60.74725488214022,49,42
fenugreek,vegetable,3,33.61651538393126,15,28.57403807634157,336,37
guava,fruit,1,61.64743688803699,0,61.64743688803699,466,7
coriander,vegetable,2,16.41143128343355,30,11.488001898403486,151,44
coriander,vegetable,1,13.830816389004987,0,13.830816389004987,188,43
apple,fruit,8,146.6795328902932,10,132.01157960126386,465,30
bottleguard,vegetable,6,39.72014512395418,25,29.790108842965637,475,23
grapes,fruit,7,84.70237874597333,10,76.232140871376,105,28
mushroom,vegetable,1,129.40247938452032,15,109.99210747684226,218,29
grapes,fruit,3,112.55696789870777,5,106.92911950377237,26,18
pineapple,fruit,2,119.15371747209925,20,95.3229739776794,306,25
chikoo,fruit,3,61.45037020601149,15,52.232814675109765,76,33
apple,fruit,10,213.09373550942905,10,191.78436195848616,385,7
papaya,fruit,7,40.01472806068759,30,28.01030964248131,450,27
apple,fruit,27,156.91127459309274,5,149.06571086343808,206,23
banana,fruit,7,42.26511266899736,20,33.81209013519789,85,48
lady finger,vegetable,2,35.28348578519078,5,33.519311495931234,346,33
brinjal,vegetable,2,51.22969273819883,0,51.22969273819883,14,26
cucumber,vegetable,1,29.243033637125986,30,20.47012354598819,73,46
pomegranate,fruit,20,152.1830737907214,30,106.52815165350498,432,15
bottleguard,vegetable,4,47.657380618767746,0,47.657380618767746,337,9
bottleguard,vegetable,6,50.5994203006106,25,37.94956522545795,194,33
grapes,fruit,2,66.73320215541943,10,60.05988193987749,98,6
grapes,fruit,8,64.21924386661493,0,64.21924386661493,58,24
papaya,fruit,2,53.18140735054904,15,45.20419624796668,411,28
pomegranate,fruit,14,152.13177022102127,25,114.09882766576595,355,20
bitter guard,vegetable,3,51.27943136283587,30,35.89560195398511,106,28
pineapple,fruit,2,87.32422222996826,10,78.59180000697144,44,7
grapes,fruit,9,71.28461184114275,15,60.59192006497133,470,6
banana,fruit,7,51.99978236127375,15,44.19981500708269,182,33
fenugreek,vegetable,3,21.653556374612407,5,20.570878555881787,105,29
guava,fruit,11,67.42644454533972,5,64.05512231807273,241,2
apple,fruit,24,133.81147494260324,10,120.43032744834292,333,38
brinjal,vegetable,1,73.56829494880358,15,62.533050706483046,272,21
papaya,fruit,7,68.41124663515558,30,47.887872644608905,413,28
pomegranate,fruit,9,160.35038055026513,25,120.26278541269885,197,33
mushroom,vegetable,4,122.06291043554904,10,109.85661939199414,237,40
grapes,fruit,6,82.97663072882429,0,82.97663072882429,421,28
guava,fruit,6,64.94845039504949,0,64.94845039504949,488,11
cucumber,vegetable,2,36.56677661203514,0,36.56677661203514,425,10
brinjal,vegetable,4,57.79143368734679,5,54.90186200297945,454,49
chikoo,fruit,3,66.60683660124619,20,53.28546928099695,322,34
papaya,fruit,8,68.65857796241939,0,68.65857796241939,406,46
lady finger,vegetable,3,33.647460466187624,10,30.282714419568862,179,17
banana,fruit,5,53.53914204065579,5,50.862184938622995,260,19
guava,fruit,9,64.89317657910505,0,64.89317657910505,314,44
coriander,vegetable,1,10.424809430519218,5,9.903568958993256,201,5
grapes,fruit,9,99.4715072397158,10,89.52435651574423,205,31
lady finger,vegetable,1,31.27224684212356,20,25.01779747369885,107,21
apple,fruit,13,146.2246047076354,10,131.60214423687185,389,27
brinjal,vegetable,5,42.85598842632864,20,34.28479074106291,49,9
pomegranate,fruit,12,179.4383798421415,5,170.46646085003442,131,36
fenugreek,vegetable,3,39.40175726230518,30,27.581230083613626,464,7
apple,fruit,3,216.04729896199086,30,151.23310927339358,158,49
apple,fruit,9,125.50954075483588,15,106.6831096416105,426,19
fenugreek,vegetable,1,36.10724226105667,0,36.10724226105667,81,16
mushroom,vegetable,1,190.58101788069106,10,171.52291609262195,466,24
grapes,fruit,9,93.77177802720882,25,70.32883352040662,234,8
papaya,fruit,9,43.66011433912848,10,39.29410290521563,57,8
coriander,vegetable,2,14.89899708680478,25,11.174247815103584,479,10
banana,fruit,6,32.23126246514093,5,30.61969934188388,348,20
pineapple,fruit,2,148.80661049394388,10,133.9259494445495,297,21
pomegranate,fruit,21,175.81167592908514,15,149.43992453972237,187,47
fenugreek,vegetable,3,26.473555317035256,10,23.82619978533173,314,42
mushroom,vegetable,1,123.79577923462527,25,92.84683442596895,261,28
grapes,fruit,9,85.41960469586637,0,85.41960469586637,233,4
papaya,fruit,3,72.59652687841938,5,68.96670053449841,278,46
lady finger,vegetable,2,45.75742342390671,20,36.60593873912537,238,32
apple,fruit,21,201.90764201657413,10,181.71687781491673,108,12
brinjal,vegetable,5,65.5164039550517,0,65.5164039550517,366,16
bottleguard,vegetable,4,59.564586829583774,0,59.564586829583774,29,23
pineapple,fruit,5,115.04177462346328,0,115.04177462346328,367,38
bottleguard,vegetable,6,61.87048416334511,15,52.589911538843346,33,18
cucumber,vegetable,3,41.2247127436095,25,30.918534557707126,371,19
bottleguard,vegetable,1,62.81251100973861,10,56.531259908764746,453,7
guava,fruit,11,60.03026724555929,30,42.0211870718915,321,39
brinjal,vegetable,6,75.17027482216085,15,63.89473359883672,409,17
guava,fruit,1,53.797397802617354,30,37.658178461832144,314,43
brinjal,vegetable,5,79.28316900778233,20,63.42653520622587,351,18
apple,fruit,22,122.69089177585082,15,104.28725800947319,210,23
papaya,fruit,6,58.68035500737966,10,52.81231950664169,213,30
banana,fruit,6,34.33378626004062,15,29.183718321034526,405,14
brinjal,vegetable,5,43.79152138435816,20,35.03321710748653,215,1
papaya,fruit,2,44.14542193803017,15,37.523608647325645,388,2
coriander,vegetable,1,25.175446699648646,30,17.62281268975405,169,47
grapes,fruit,4,67.80405135258714,15,57.63344364969907,251,2
mushroom,vegetable,1,137.02464577387866,25,102.768484330409,258,38
guava,fruit,1,70.23112101755618,20,56.18489681404495,405,5
coriander,vegetable,1,26.107030328163706,0,26.107030328163706,429,46
bottleguard,vegetable,6,38.07079096552873,0,38.07079096552873,116,34
bottleguard,vegetable,5,50.67318226038022,25,38.004886695285165,307,24
fenugreek,vegetable,1,27.99631610743813,15,23.79686869132241,298,11
chikoo,fruit,3,47.7915220864609,15,40.622793773491765,286,17
chikoo,fruit,5,65.19418949827894,0,65.19418949827894,65,28
brinjal,vegetable,5,78.42421556975276,20,62.73937245580221,420,40
brinjal,vegetable,3,63.24490658025291,5,60.08266125124026,234,1
fenugreek,vegetable,2,26.193414532056778,30,18.335390172439745,447,29
papaya,fruit,6,78.17949803574703,25,58.63462352681027,478,29
mushroom,vegetable,4,163.24231948136207,30,114.26962363695344,118,13
cucumber,vegetable,1,31.700790260231962,5,30.115750747220364,152,1
brinjal,vegetable,6,54.653229324861755,20,43.72258345988941,100,6
apple,fruit,28,226.42548734344007,30,158.49784114040804,15,28
coriander,vegetable,2,26.817673153950814,10,24.135905838555733,441,3
lady finger,vegetable,2,41.39570419502569,20,33.11656335602055,178,16
pomegranate,fruit,19,130.20773406564393,0,130.20773406564393,307,48
fenugreek,vegetable,2,26.44649846292171,20,21.15719877033737,94,23
mushroom,vegetable,1,159.25160579382828,30,111.47612405567979,252,44
lady finger,vegetable,1,53.86133004248968,25,40.395997531867266,333,30
pineapple,fruit,4,112.2462670768711,25,84.18470030765333,107,46
bottleguard,vegetable,1,60.58121130794091,5,57.552150742543866,117,9
brinjal,vegetable,4,76.02937519220957,20,60.82350015376766,210,11
chikoo,fruit,5,40.74050812600221,20,32.59240650080177,143,28
guava,fruit,8,89.15749280728565,25,66.86811960546424,19,32
lady finger,vegetable,1,55.24302056527838,5,52.480869537014456,126,27
banana,fruit,6,56.68779349142871,5,53.853403816857266,499,39
brinjal,vegetable,2,73.5688652760083,0,73.5688652760083,133,5
papaya,fruit,6,73.76011062328314,15,62.696094029790665,93,37
fenugreek,vegetable,2,24.61291379221565,10,22.151622412994087,387,6
banana,fruit,5,33.869288942046815,25,25.401966706535113,290,6
cucumber,vegetable,2,25.605659677037217,5,24.325376693185355,250,18
lady finger,vegetable,3,39.86188164085394,30,27.903317148597754,188,40
coriander,vegetable,2,26.016374098884384,15,22.113917984051724,62,17
chikoo,fruit,7,62.598859608339964,15,53.20903066708897,109,4
fenugreek,vegetable,2,39.75618994307709,10,35.78057094876938,46,4
brinjal,vegetable,1,57.74123914227758,30,40.418867399594305,365,41
lady finger,vegetable,2,35.50116973025463,20,28.400935784203707,418,21
coriander,vegetable,2,13.712838575925709,0,13.712838575925709,39,32
coriander,vegetable,1,22.869182428479974,25,17.15188682135998,54,42
pineapple,fruit,2,87.77694593472445,0,87.77694593472445,108,47
lady finger,vegetable,3,49.83196371888734,30,34.88237460322113,131,31
lady finger,vegetable,1,47.682904607492176,20,38.14632368599374,24,34
brinjal,vegetable,2,41.82673833972221,10,37.644064505749995,261,20
bottleguard,vegetable,3,66.11082009735911,20,52.88865607788729,484,46
mushroom,vegetable,4,167.7781653223061,30,117.44471572561427,43,44
bottleguard,vegetable,4,53.0581667719244,5,50.40525843332818,340,20
chikoo,fruit,2,50.12436446294144,20,40.09949157035316,229,47
apple,fruit,21,159.70116945770192,0,159.70116945770192,175,19
fenugreek,vegetable,2,34.75703715670594,15,29.543481583200048,74,3
bitter guard,vegetable,4,52.53978069521593,0,52.53978069521593,91,20
chikoo,fruit,5,53.23212348193587,25,39.924092611451904,11,8
fenugreek,vegetable,1,20.29287116673346,30,14.205009816713421,461,27
lady finger,vegetable,1,38.221672922835296,5,36.31058927669353,426,10
banana,fruit,1,57.25823884706179,25,42.94367913529634,292,25
apple,fruit,27,189.4218684067558,15,161.00858814574244,242,41
banana,fruit,6,55.03520128743654,30,38.52464090120558,66,25
pomegranate,fruit,1,227.90857623878134,30,159.53600336714692,437,40
papaya,fruit,5,59.519938868796295,15,50.59194803847685,152,10
grapes,fruit,6,89.91840113202379,20,71.93472090561903,160,4
grapes,fruit,8,104.52758959754433,25,78.39569219815826,404,26
mushroom,vegetable,1,194.4962268384491,15,165.32179281268174,378,11
grapes,fruit,2,118.09112276048465,0,118.09112276048465,195,4
banana,fruit,7,59.49334796112358,15,50.569345766955045,224,31
pineapple,fruit,4,130.52308387958533,0,130.52308387958533,454,40
pineapple,fruit,6,102.6640728934891,25,76.99805467011683,151,39
grapes,fruit,8,105.55677176644872,30,73.8897402365141,277,30
coriander,vegetable,1,20.621411686182668,10,18.559270517564403,177,4
lady finger,vegetable,2,39.687365901845766,15,33.7342610165689,281,28
fenugreek,vegetable,1,34.01496658674374,5,32.31421825740655,82,40
lady finger,vegetable,1,34.296348329959194,25,25.722261247469397,467,19
guava,fruit,12,52.58277036342286,25,39.43707777256714,84,46
